"age";"job";"marital";"education";"default";"housing";"loan";"contact";"month";"day_of_week";"duration";"campaign";"pdays";"previous";"poutcome";"emp.var.rate";"cons.price.idx";"cons.conf.idx";"euribor3m";"nr.employed";"y"
53;"services";"married";"basic.6y";"no";"yes";"no";"cellular";"may";"thu";24;6;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"admin.";"married";"high.school";"no";"no";"no";"cellular";"may";"thu";172;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
23;"student";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";143;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
39;"entrepreneur";"married";"basic.9y";"unknown";"yes";"yes";"cellular";"may";"thu";158;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
27;"blue-collar";"married";"basic.4y";"no";"yes";"no";"cellular";"may";"thu";88;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
36;"blue-collar";"married";"basic.6y";"no";"yes";"yes";"cellular";"may";"thu";157;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
40;"technician";"single";"professional.course";"unknown";"yes";"no";"cellular";"may";"thu";111;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
54;"self-employed";"divorced";"professional.course";"no";"yes";"no";"cellular";"may";"thu";553;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
24;"student";"single";"basic.9y";"no";"yes";"no";"telephone";"may";"thu";25;8;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"admin.";"single";"high.school";"no";"no";"no";"cellular";"may";"thu";433;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
40;"services";"divorced";"high.school";"no";"no";"yes";"cellular";"may";"thu";632;1;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"blue-collar";"married";"basic.4y";"no";"no";"no";"cellular";"may";"thu";115;3;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"management";"single";"university.degree";"no";"no";"no";"cellular";"may";"thu";228;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
37;"housemaid";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";142;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"blue-collar";"married";"basic.6y";"no";"yes";"yes";"cellular";"may";"thu";172;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
40;"blue-collar";"married";"basic.6y";"no";"yes";"yes";"cellular";"may";"thu";246;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
36;"blue-collar";"single";"basic.6y";"no";"yes";"no";"cellular";"may";"thu";329;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"technician";"single";"basic.9y";"no";"yes";"no";"cellular";"may";"thu";479;1;11;1;"success";-1.8;92.893;-46.2;1.266;5099.1;"yes"
30;"technician";"married";"university.degree";"no";"yes";"no";"cellular";"may";"thu";46;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"may";"thu";95;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
48;"services";"divorced";"basic.9y";"no";"unknown";"unknown";"cellular";"may";"thu";67;7;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
25;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";888;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"yes"
31;"blue-collar";"married";"basic.9y";"no";"no";"no";"cellular";"may";"thu";185;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
26;"blue-collar";"married";"professional.course";"no";"no";"no";"cellular";"may";"thu";1071;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"yes"
35;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"may";"thu";229;6;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"admin.";"divorced";"university.degree";"no";"unknown";"unknown";"telephone";"may";"thu";213;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
34;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"may";"thu";293;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
46;"blue-collar";"married";"basic.4y";"no";"no";"no";"telephone";"may";"thu";46;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"technician";"married";"university.degree";"no";"no";"yes";"cellular";"may";"thu";169;3;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
41;"technician";"married";"professional.course";"no";"no";"yes";"cellular";"may";"thu";226;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
42;"blue-collar";"married";"basic.9y";"no";"no";"no";"telephone";"may";"thu";113;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
30;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";284;7;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
39;"blue-collar";"divorced";"basic.9y";"unknown";"yes";"no";"cellular";"may";"thu";76;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
27;"admin.";"married";"high.school";"no";"no";"yes";"cellular";"may";"thu";151;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
36;"management";"married";"university.degree";"no";"yes";"no";"telephone";"may";"thu";68;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
37;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"may";"thu";56;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
32;"technician";"single";"professional.course";"no";"no";"no";"cellular";"may";"thu";1060;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"yes"
24;"entrepreneur";"single";"university.degree";"no";"no";"no";"cellular";"may";"thu";196;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
29;"services";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";332;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
27;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"may";"thu";1543;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"yes"
28;"blue-collar";"married";"basic.6y";"unknown";"no";"yes";"cellular";"may";"thu";67;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
30;"blue-collar";"married";"basic.6y";"no";"no";"yes";"cellular";"may";"thu";24;6;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
34;"unemployed";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"thu";218;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
42;"blue-collar";"married";"basic.4y";"no";"no";"no";"cellular";"may";"thu";131;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
40;"admin.";"divorced";"basic.9y";"no";"yes";"no";"cellular";"may";"thu";688;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"yes"
26;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"may";"thu";400;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
42;"services";"married";"high.school";"no";"yes";"no";"cellular";"may";"thu";164;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
29;"blue-collar";"married";"basic.6y";"no";"no";"no";"cellular";"may";"thu";123;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
28;"services";"single";"high.school";"no";"no";"no";"cellular";"may";"thu";99;4;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
30;"blue-collar";"single";"basic.9y";"no";"no";"no";"cellular";"may";"thu";362;6;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
35;"entrepreneur";"married";"professional.course";"no";"no";"yes";"cellular";"may";"thu";111;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"blue-collar";"single";"basic.9y";"unknown";"yes";"no";"cellular";"may";"thu";502;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
28;"blue-collar";"married";"basic.9y";"unknown";"yes";"no";"cellular";"may";"thu";444;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
32;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"may";"thu";366;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"services";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";367;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
40;"technician";"single";"professional.course";"unknown";"yes";"no";"cellular";"may";"thu";17;8;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
30;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";464;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
26;"technician";"single";"professional.course";"no";"yes";"yes";"cellular";"may";"thu";158;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
22;"technician";"single";"professional.course";"no";"no";"no";"telephone";"may";"thu";29;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
46;"blue-collar";"married";"basic.9y";"no";"yes";"yes";"cellular";"may";"thu";221;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
49;"entrepreneur";"married";"university.degree";"unknown";"yes";"yes";"cellular";"may";"thu";197;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
52;"admin.";"married";"university.degree";"unknown";"no";"yes";"cellular";"may";"thu";183;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
41;"admin.";"divorced";"high.school";"unknown";"yes";"yes";"cellular";"may";"thu";380;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"entrepreneur";"married";"university.degree";"no";"yes";"no";"cellular";"may";"thu";113;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
26;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"may";"thu";228;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
35;"blue-collar";"married";"basic.6y";"unknown";"no";"yes";"telephone";"may";"thu";57;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"blue-collar";"married";"basic.9y";"no";"no";"no";"cellular";"may";"thu";535;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
52;"blue-collar";"unknown";"basic.4y";"no";"unknown";"unknown";"cellular";"may";"thu";610;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
44;"entrepreneur";"married";"university.degree";"no";"yes";"yes";"cellular";"may";"thu";91;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
36;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"thu";265;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
34;"blue-collar";"married";"basic.6y";"no";"no";"no";"cellular";"may";"thu";43;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
38;"blue-collar";"married";"basic.4y";"no";"no";"no";"cellular";"may";"thu";299;1;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
42;"technician";"married";"professional.course";"no";"yes";"no";"cellular";"may";"thu";196;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
51;"technician";"married";"professional.course";"no";"unknown";"unknown";"cellular";"may";"thu";1462;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
27;"admin.";"married";"professional.course";"no";"yes";"yes";"cellular";"may";"thu";162;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"blue-collar";"single";"basic.9y";"no";"no";"no";"cellular";"may";"thu";304;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
24;"blue-collar";"single";"unknown";"no";"yes";"no";"cellular";"may";"thu";487;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
42;"technician";"married";"professional.course";"no";"yes";"no";"cellular";"may";"thu";251;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
32;"services";"single";"university.degree";"no";"yes";"no";"cellular";"may";"thu";261;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"management";"single";"university.degree";"no";"yes";"no";"cellular";"may";"thu";8;4;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
45;"self-employed";"married";"university.degree";"no";"yes";"no";"cellular";"may";"thu";171;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
39;"admin.";"married";"high.school";"no";"yes";"no";"cellular";"may";"thu";112;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
32;"self-employed";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"thu";374;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"blue-collar";"single";"professional.course";"no";"yes";"no";"cellular";"may";"thu";60;5;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
37;"technician";"married";"high.school";"unknown";"no";"yes";"cellular";"may";"thu";102;6;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
28;"blue-collar";"single";"basic.9y";"no";"yes";"no";"cellular";"may";"thu";176;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
29;"admin.";"divorced";"university.degree";"no";"yes";"no";"cellular";"may";"thu";241;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
29;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";566;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"yes"
31;"blue-collar";"married";"professional.course";"no";"yes";"no";"cellular";"may";"thu";303;3;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
26;"blue-collar";"married";"professional.course";"no";"yes";"no";"cellular";"may";"thu";649;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
25;"student";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";959;3;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"yes"
31;"blue-collar";"married";"basic.9y";"no";"no";"no";"cellular";"may";"thu";134;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
34;"services";"married";"high.school";"no";"no";"no";"cellular";"may";"thu";353;6;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
30;"admin.";"married";"university.degree";"no";"no";"no";"telephone";"may";"thu";72;7;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"blue-collar";"married";"basic.6y";"no";"yes";"no";"cellular";"may";"thu";337;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
34;"blue-collar";"single";"basic.4y";"unknown";"yes";"no";"cellular";"may";"thu";93;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
27;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"thu";291;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"admin.";"single";"university.degree";"no";"no";"yes";"cellular";"may";"thu";546;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
32;"blue-collar";"married";"basic.9y";"no";"yes";"yes";"cellular";"may";"thu";252;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
54;"blue-collar";"married";"basic.9y";"no";"no";"no";"cellular";"may";"thu";532;2;6;2;"success";-1.8;92.893;-46.2;1.266;5099.1;"yes"
31;"blue-collar";"married";"basic.4y";"no";"no";"yes";"cellular";"may";"thu";204;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
52;"technician";"married";"basic.6y";"unknown";"no";"no";"cellular";"may";"thu";152;3;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"blue-collar";"married";"basic.9y";"no";"no";"no";"telephone";"may";"thu";267;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
35;"admin.";"divorced";"high.school";"no";"yes";"no";"cellular";"may";"thu";406;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";1094;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"yes"
26;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"may";"thu";320;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
28;"blue-collar";"single";"basic.9y";"unknown";"no";"no";"cellular";"may";"thu";884;3;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"yes"
29;"technician";"single";"high.school";"unknown";"yes";"no";"cellular";"may";"thu";410;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
28;"services";"single";"professional.course";"no";"no";"no";"telephone";"may";"thu";210;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
23;"technician";"single";"high.school";"no";"no";"no";"cellular";"may";"thu";198;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
30;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"may";"thu";241;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
47;"blue-collar";"divorced";"basic.9y";"no";"no";"no";"cellular";"may";"thu";16;8;6;2;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
29;"admin.";"single";"basic.9y";"unknown";"no";"no";"cellular";"may";"thu";460;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"yes"
37;"blue-collar";"divorced";"basic.9y";"no";"yes";"no";"telephone";"may";"thu";604;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"yes"
39;"management";"married";"basic.4y";"unknown";"yes";"no";"telephone";"may";"thu";427;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
45;"entrepreneur";"divorced";"university.degree";"no";"yes";"yes";"telephone";"may";"thu";72;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"admin.";"married";"high.school";"no";"no";"no";"cellular";"may";"thu";350;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
29;"blue-collar";"married";"basic.6y";"no";"no";"yes";"cellular";"may";"thu";93;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
30;"admin.";"single";"university.degree";"no";"yes";"yes";"cellular";"may";"thu";176;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
24;"admin.";"married";"high.school";"no";"yes";"no";"cellular";"may";"thu";118;4;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
39;"admin.";"single";"high.school";"no";"no";"no";"cellular";"may";"thu";387;10;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
48;"services";"single";"basic.4y";"unknown";"yes";"yes";"cellular";"may";"thu";106;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
37;"technician";"single";"university.degree";"no";"no";"no";"cellular";"may";"thu";336;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
32;"blue-collar";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";205;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
43;"blue-collar";"married";"basic.4y";"no";"yes";"no";"cellular";"may";"thu";135;3;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
29;"blue-collar";"single";"basic.4y";"unknown";"yes";"no";"telephone";"may";"thu";42;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
42;"blue-collar";"married";"unknown";"unknown";"no";"yes";"cellular";"may";"thu";428;3;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
23;"technician";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";240;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
60;"retired";"married";"high.school";"no";"no";"no";"cellular";"may";"thu";512;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
36;"entrepreneur";"single";"basic.9y";"unknown";"yes";"yes";"cellular";"may";"thu";75;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
26;"blue-collar";"single";"basic.9y";"unknown";"yes";"no";"cellular";"may";"thu";88;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
30;"services";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";41;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"blue-collar";"married";"basic.6y";"unknown";"yes";"no";"telephone";"may";"thu";27;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
30;"technician";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"thu";181;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
38;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"may";"thu";306;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
29;"admin.";"divorced";"university.degree";"no";"no";"no";"telephone";"may";"thu";90;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
38;"blue-collar";"married";"basic.6y";"no";"yes";"no";"cellular";"may";"thu";15;9;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
38;"entrepreneur";"married";"university.degree";"no";"no";"no";"cellular";"may";"thu";136;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
46;"blue-collar";"married";"basic.4y";"no";"no";"no";"cellular";"may";"thu";154;2;12;1;"success";-1.8;92.893;-46.2;1.266;5099.1;"no"
43;"blue-collar";"married";"basic.4y";"no";"yes";"no";"cellular";"may";"thu";305;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
40;"management";"married";"university.degree";"unknown";"no";"no";"cellular";"may";"thu";190;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
29;"blue-collar";"married";"basic.9y";"no";"no";"no";"telephone";"may";"thu";47;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"technician";"married";"university.degree";"no";"yes";"yes";"cellular";"may";"thu";172;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
39;"blue-collar";"divorced";"basic.9y";"no";"yes";"no";"cellular";"may";"thu";170;7;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
36;"blue-collar";"married";"basic.9y";"no";"no";"no";"cellular";"may";"thu";204;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
26;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"may";"thu";294;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
27;"self-employed";"single";"university.degree";"no";"no";"no";"cellular";"may";"thu";367;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
25;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"may";"thu";173;6;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
29;"technician";"single";"high.school";"no";"no";"no";"cellular";"may";"thu";62;4;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"blue-collar";"married";"basic.9y";"unknown";"no";"yes";"telephone";"may";"thu";113;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
27;"blue-collar";"married";"high.school";"no";"no";"no";"cellular";"may";"thu";136;5;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
44;"technician";"married";"professional.course";"no";"yes";"yes";"cellular";"may";"thu";292;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
32;"blue-collar";"married";"basic.4y";"no";"no";"yes";"cellular";"may";"thu";80;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"technician";"married";"high.school";"no";"yes";"no";"cellular";"may";"thu";90;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
34;"blue-collar";"married";"high.school";"no";"no";"no";"cellular";"may";"thu";144;3;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
24;"management";"married";"university.degree";"no";"no";"no";"telephone";"may";"thu";28;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"blue-collar";"married";"basic.9y";"no";"no";"yes";"cellular";"may";"thu";178;7;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
48;"services";"single";"basic.4y";"unknown";"yes";"yes";"cellular";"may";"thu";306;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
28;"admin.";"married";"high.school";"no";"no";"yes";"cellular";"may";"thu";386;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
36;"unemployed";"married";"basic.9y";"unknown";"yes";"yes";"cellular";"may";"thu";114;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
43;"blue-collar";"married";"basic.4y";"no";"yes";"no";"cellular";"may";"thu";493;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"